Date UTC,Tube #,CTD cast,Niskin,depth,comments.sampling,drop.sample,field.negative.type,extraction,comments.extraction,qubit.ng.ul,water.filtered.L,elution (ul),Zymo columns
7/21/19,633,47-7,5,150,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,634,47-7,6,150,Incorrect CTD data file,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,635,47-7,7,100,ST; Incorrect CTD data file; leaking on deck,,,2/4/20,,,2.5,100,
7/21/19,636,47-7,8,100,ST; Incorrect CTD data file,,,2/4/20,,,2.5,100,
7/21/19,637,47-7,9,50,ST; Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,638,47-7,10,50,ST; Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,639,47-7,sfc,sfc,Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,Yes
7/21/19,640,47-7,sfc,sfc,Incorrect CTD data file,,,2/4/20,Big pellet.,,2.5,100,Yes
7/21/19,641,47-5,1,500,,,,2/4/20,,,2.5,100,
7/21/19,642,47-5,2,500,,,,2/4/20,,,2.5,100,
7/21/19,643,47-5,3,300,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,644,47-5,4,300,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,645,47-5,5,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,646,47-5,6,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,647,47-5,7,100,ST,,,2/4/20,,,2.5,100,
7/21/19,648,47-5,8,100,ST,,,2/4/20,,,2.5,100,
7/21/19,649,47-5,9,50,ST,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,650,47-5,10,50,ST,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,651,47-5,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,652,47-5,sfc,sfc,,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,653,47-3,1,268,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,654,47-3,2,268,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,655,47-3,3,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,656,47-3,4,150,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,657,47-3,5,100,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,658,47-3,6,100,ST,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,659,47-3,7,50,ST,,,2/4/20,,,2.5,100,
7/21/19,660,47-3,8,50,ST,,,2/4/20,,,2.5,100,
7/21/19,661,47-3,sfc,sfc,,,,2/4/20,,,2.5,100,
7/21/19,662,47-3,sfc,sfc,,,,2/4/20,,,2.5,100,
7/21/19,663,47-2,1,100,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,664,47-2,2,100,,,,2/4/20,Non vis pellet.,,2.5,100,
7/21/19,665,47-2,3,50,,,,2/4/20,Big pellet.,,2.5,100,
7/21/19,666,47-2,4,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,
7/21/19,667,47-2,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,
7/21/19,668,47-2,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,
7/21/19,669,47-1,1,43,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,
7/21/19,670,47-1,2,43,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Non vis pellet.,,2.5,100,
7/21/19,671,47-1,3,25,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,
7/21/19,672,47-1,4,25,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet.,,2.5,100,
7/21/19,673,47-1,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,
7/21/19,674,47-1,sfc,sfc,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,
7/22/19,675,-,-,-,"Evap DI water, ~2L",Y,Evap.DI,2/4/20,Lost when transferring from tube to plate,,2,100,
7/22/19,676,49-2,1,150,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Dark pellet. Lost when transferring fro tubes to plate,,2.5,100,
7/22/19,677,49-2,2,150,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,
7/22/19,678,49-2,3,100,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,
7/22/19,679,49-2,4,100,,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer.,,2.5,100,
7/22/19,680,49-2,5,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,
7/22/19,681,49-2,6,50,ST,,,2/4/20,Phenol aqueous layer pippetted due to brown goop at bottom of aqueous layer. Big pellet.,,2.5,100,
7/22/19,682,49-2,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,683,49-2,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,684,49-4,1,496,,,,2/5/20,,,2.5,100,
7/22/19,685,49-4,2,496,,,,2/5/20,,,2.5,100,
7/22/19,686,49-4,3,300,,,,2/5/20,,,2.5,100,
7/22/19,687,49-4,4,300,,,,2/5/20,,,2.5,100,
7/22/19,688,49-4,5,150,,,,2/5/20,,,2.5,100,
7/22/19,689,49-4,6,150,,,,2/5/20,,,2.5,100,
7/22/19,690,49-4,7,100,ST,,,2/5/20,,,2.5,100,
7/22/19,691,49-4,8,100,ST,,,2/5/20,,,2.5,100,
7/22/19,692,49-4,9,50,ST,,,2/5/20,,,2.5,100,
7/22/19,693,49-4,10,50,ST,,,2/5/20,,,2.5,100,
7/22/19,694,49-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,695,49-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,696,49-5,1,500,,,,2/5/20,,,2.5,100,
7/22/19,697,49-5,2,500,,,,2/5/20,,,2.5,100,
7/22/19,698,49-5,3,300,,,,2/5/20,,,2.5,100,
7/22/19,699,49-5,4,300,,,,2/5/20,,,2.5,100,
7/22/19,700,49-5,5,150,,,,2/5/20,,,2.5,100,
7/22/19,701,49-5,6,150,,,,2/5/20,,,2.5,100,
7/22/19,702,49-5,7,100,ST,,,2/5/20,,,2.5,100,
7/22/19,703,49-5,8,100,ST,,,2/5/20,,,2.5,100,
7/22/19,704,49-5,9,50,ST,,,2/5/20,,,2.5,100,Yes
7/22/19,705,49-5,10,50,ST,,,2/5/20,,,2.5,100,
7/22/19,706,49-5,sfc,sfc,,,,2/5/20,,,2.5,100,Yes
7/22/19,707,49-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,708,49-7,1,500,,,,2/5/20,Big pellet.,,2.5,100,
7/22/19,709,49-7,2,500,,,,2/5/20,,,2.5,100,
7/22/19,710,49-7,3,300,,,,2/5/20,,,2.5,100,
7/22/19,711,49-7,4,300,,,,2/5/20,,,2.5,100,
7/22/19,712,49-7,5,150,,,,2/5/20,,,2.5,100,
7/22/19,713,49-7,6,150,ST,,,2/5/20,,,2.5,100,
7/22/19,714,49-7,7,100,ST,,,2/5/20,,,2.5,100,
7/22/19,715,49-7,8,100,ST,,,2/5/20,,,2.5,100,
7/22/19,716,49-7,9,50,ST,,,2/5/20,,,2.5,100,
7/22/19,717,49-7,10,50,ST,,,2/5/20,,,2.5,100,
7/22/19,718,49-7,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,719,49-7,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,720,49-9,sfc,sfc,No other 49-9 samples,,,2/5/20,Big pellet.,,2.5,100,Yes
7/22/19,721,49-9,sfc,sfc,No other 49-9 samples,,,2/5/20,Big pellet.,>120,2.5,100,Yes
7/23/19,722,-,-,-,"Evap DI water, ~2L",,Evap.DI,2/5/20,,,2,100,
7/23/19,723,-,-,-,Lab DI water,,Lab.DI,2/5/20,,,2,100,
7/23/19,724,51-9,1,500,,,,2/5/20,,,2.5,100,
7/23/19,725,51-9,2,500,,,,2/5/20,,,2.5,100,
7/23/19,726,51-9,3,300,,,,2/5/20,,,2.5,100,
7/23/19,727,51-9,4,300,,,,2/5/20,,,2.5,100,
7/23/19,728,51-9,5,150,,,,2/5/20,,,2.5,100,
7/23/19,729,51-9,6,150,,,,2/5/20,,,2.5,100,
7/23/19,730,51-9,7,100,ST,,,2/5/20,,,2.5,100,
7/23/19,731,51-9,8,100,ST,,,2/5/20,,,2.5,100,
7/23/19,732,51-9,9,50,ST,,,2/5/20,Big pellet.,,2.5,100,
7/23/19,733,51-9,10,50,ST,,,2/5/20,Big pellet.,,2.5,100,
7/23/19,734,51-9,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,735,51-9,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,736,51-5,1,500,,,,2/5/20,,,2.5,100,
7/23/19,737,51-5,2,500,,,,2/5/20,,,2.5,100,
7/23/19,738,51-5,3,300,,,,2/5/20,,,2.5,100,
7/23/19,739,51-5,4,300,,,,2/5/20,,,2.5,100,
7/23/19,740,51-5,5,150,,,,2/5/20,,,2.5,100,
7/23/19,741,51-5,6,150,ST,,,2/5/20,,,2.5,100,
7/23/19,742,51-5,7,100,ST,,,2/5/20,,,2.5,100,
7/23/19,743,51-5,8,100,ST,,,2/5/20,,,2.5,100,
7/23/19,744,51-5,9,50,ST,,,2/5/20,,,2.5,100,
7/23/19,745,51-5,10,50,ST,,,2/5/20,,,2.5,100,
7/23/19,746,51-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,747,51-5,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,748,51-4,1,500,,,,2/5/20,,,2.5,100,
7/23/19,749,51-4,2,500,,,,2/5/20,,,2.5,100,
7/23/19,750,51-4,3,300,,,,2/5/20,,,2.5,100,
7/23/19,751,51-4,4,300,,,,2/5/20,,,2.5,100,
7/23/19,752,51-4,5,150,,,,2/5/20,,,2.5,100,
7/23/19,753,51-4,6,150,,,,2/5/20,,,2.5,100,
7/23/19,754,51-4,7,100,ST,,,2/5/20,,,2.5,100,
7/23/19,755,51-4,8,100,ST,,,2/5/20,,,2.5,100,
7/23/19,756,51-4,9,50,ST,,,2/5/20,,,2.5,100,
7/23/19,757,51-4,10,50,ST,,,2/5/20,,,2.5,100,
7/23/19,758,51-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,759,51-4,sfc,sfc,,,,2/5/20,Big pellet.,,2.5,100,Yes
7/23/19,760,51-3,1,280,,,,2/6/20,,,2.5,100,
7/23/19,761,51-3,2,280,,,,2/6/20,,,2.5,100,
7/23/19,762,51-3,3,150,,,,2/6/20,,,2.5,100,
7/23/19,763,51-3,4,150,,,,2/6/20,,,2.5,100,
7/23/19,764,51-3,5,100,ST,,,2/6/20,,,2.5,100,
7/23/19,765,51-3,6,100,ST,,,2/6/20,,,2.5,100,
7/23/19,766,51-3,7,50,ST,,,2/6/20,,,2.5,100,
7/23/19,767,51-3,8,50,ST,,,2/6/20,,,2.5,100,
7/23/19,768,51-3,sfc,sfc,,,,2/6/20,,,2.5,100,Yes
7/23/19,769,51-3,sfc,sfc,,,,2/6/20,,,2.5,100,
7/23/19,770,51-2,1,130,,,,2/6/20,,,2.5,100,
7/23/19,771,51-2,2,130,,,,2/6/20,,,2.5,100,
7/23/19,772,51-2,3,100,,,,2/6/20,,,2.5,100,
7/23/19,773,51-2,4,100,ST,,,2/6/20,,,2.5,100,
7/23/19,774,51-2,5,50,ST,,,2/6/20,,,2.5,100,
7/23/19,775,51-2,6,50,ST,,,2/6/20,,,2.5,100,
7/23/19,776,51-2,sfc,sfc,,,,2/6/20,,,2.5,100,
7/23/19,777,51-2,sfc,sfc,,,,2/6/20,,,2.5,100,
7/24/19,778,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/7/19,,,2,100,
7/24/19,779,53-1,1,40,,,,11/7/19,,116,2.5,100,
7/24/19,780,53-1,2,40,,,,11/7/19,,140,2.5,100,
7/24/19,781,53-1,3,25,,,,11/7/19,,461,2.5,100,
7/24/19,782,53-1,4,25,,,,11/7/19,,359,2.5,100,
7/24/19,783,53-1,sfc,sfc,,,,11/7/19,,368,2.5,100,
7/24/19,784,53-1,sfc,sfc,,,,11/7/19,,461,2.5,100,
7/24/19,785,53-2,1,140,,,,2/6/20,,,2.5,100,
7/24/19,786,53-2,2,140,,,,2/6/20,,,2.5,100,
7/24/19,787,53-2,3,100,,,,2/6/20,,,2.5,100,
7/24/19,788,53-2,4,100,,,,2/6/20,,,2.5,100,
7/24/19,789,53-2,5,50,ST,,,2/6/20,,,2.5,100,
7/24/19,790,53-2,6,50,ST,,,2/6/20,,,2.5,100,
7/24/19,791,53-2,sfc,sfc,,,,2/6/20,,,2.5,100,
7/24/19,792,53-2,sfc,sfc,,,,2/6/20,,,2.5,100,
7/24/19,793,53-3,1,280,,,,2/6/20,,,2.5,100,
7/24/19,794,53-3,2,280,,,,2/6/20,,,2.5,100,
7/24/19,795,53-3,3,150,,,,2/6/20,,,2.5,100,
7/24/19,796,53-3,4,150,,,,2/6/20,,,2.5,100,
7/24/19,797,53-3,5,100,,,,2/6/20,,,2.5,100,
7/24/19,798,53-3,6,100,ST,,,2/6/20,,,2.5,100,
7/24/19,799,53-3,7,50,ST,,,11/7/19,,30.5,2.5,100,
7/24/19,800,53-3,8,50,ST,,,11/7/19,,30,2.5,100,
7/24/19,801,53-3,sfc,sfc,,,,11/7/19,,278,2.5,100,
7/24/19,802,53-3,sfc,sfc,,,,11/7/19,,363,2.5,100,
7/24/19,803,53-4,1,491,,,,2/6/20,,,2.5,100,
7/24/19,804,53-4,2,491,,,,2/6/20,,,2.5,100,
7/24/19,805,53-4,3,300,,,,2/6/20,,,2.5,100,
7/24/19,806,53-4,4,300,,,,2/6/20,,,2.5,100,
7/24/19,807,53-4,5,150,,,,2/6/20,,,2.5,100,
7/24/19,808,53-4,6,150,,,,2/6/20,,,2.5,100,
7/24/19,809,53-4,7,100,ST,,,2/6/20,,,2.5,100,
7/24/19,810,53-4,8,100,ST,,,2/6/20,,,2.5,100,
7/24/19,811,53-4,9,50,ST,,,2/6/20,,,2.5,100,
7/24/19,812,53-4,10,50,ST,,,2/6/20,,,2.5,100,
7/24/19,813,53-4,sfc,sfc,,,,2/6/20,,>120,2.5,100,
7/24/19,814,53-4,sfc,sfc,,,,2/6/20,,>120,2.5,100,
7/24/19,815,53-5,1,500,,,,2/6/20,,6.5,2.5,100,
7/24/19,816,53-5,2,500,,,,2/6/20,,,2.5,100,
7/24/19,817,53-5,3,300,,,,2/6/20,,,2.5,100,
7/24/19,818,53-5,4,300,,,,2/6/20,,,2.5,100,
7/24/19,819,53-5,5,150,,,,2/6/20,,,2.5,100,
7/24/19,820,53-5,6,150,,,,2/6/20,Sample lost when fell on the floor,,2.5,,
7/24/19,821,53-5,7,100,ST,,,2/6/20,,,2.5,100,
7/24/19,822,53-5,8,100,ST,,,2/6/20,,,2.5,100,
7/24/19,823,53-5,9,50,ST,,,2/6/20,,,2.5,100,
7/24/19,824,53-5,10,50,ST,Y,,2/6/20,phase lock at 2nd chloroform wash broke and got mixed with isopropanol. Discarded the sample,,2.5,,
7/24/19,825,53-5,sfc,sfc,,,,2/6/20,,,2.5,100,
7/24/19,826,53-5,sfc,sfc,,,,2/6/20,,,2.5,100,
7/24/19,827,53-6,1,500,,,,2/6/20,,,2.5,100,
7/24/19,828,53-6,2,500,,,,2/6/20,,,2.5,100,
7/24/19,829,53-6,3,300,,,,2/6/20,,,2.5,100,
7/24/19,830,53-6,4,300,,,,2/6/20,,,2.5,100,
7/24/19,831,53-6,5,150,,,,2/6/20,,,2.5,100,
7/24/19,832,53-6,6,150,,,,2/6/20,,,2.5,100,
7/24/19,833,53-6,7,100,ST,,,2/6/20,,,2.5,100,
7/24/19,834,53-6,8,100,ST,,,3/2/20,,,2.5,100,
7/24/19,835,53-6,9,50,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,836,53-6,10,50,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,837,53-6,sfc,sfc,took longer than other sfc samples,,,3/2/20,pellet,,2.5,100,
7/24/19,838,53-6,sfc,sfc,took longer than other sfc samples,,,3/2/20,pellet,,2.5,100,
7/24/19,839,53-7,1,500,,,,3/2/20,,,2.5,100,
7/24/19,840,53-7,2,500,,,,3/2/20,,,2.5,100,
7/24/19,841,53-7,3,300,,,,3/2/20,,,2.5,100,
7/24/19,842,53-7,4,300,,,,3/2/20,,,2.5,100,
7/24/19,843,53-7,5,150,,,,3/2/20,,,2.5,100,
7/24/19,844,53-7,6,150,,,,3/2/20,,,2.5,100,
7/24/19,845,53-7,7,100,ST,,,3/2/20,,,2.5,100,
7/24/19,846,53-7,8,100,ST,,,3/2/20,,,2.5,100,
7/24/19,847,53-7,9,50,ST,,,11/7/19,,86,2.5,100,
7/24/19,848,53-7,10,50,ST,,,11/7/19,,80,2.5,100,
7/24/19,849,53-7,sfc,sfc,,,,11/7/19,,,2.5,100,
7/24/19,850,53-7,sfc,sfc,,,,11/7/19,,,2.5,100,
7/24/19,851,53-8,1,500,,,,3/2/20,,,2.5,100,
7/24/19,852,53-8,2,500,,,,3/2/20,,,2.5,100,
7/24/19,853,53-8,3,300,,,,3/2/20,,,2.5,100,
7/24/19,854,53-8,4,300,,,,3/2/20,,,2.5,100,
7/24/19,855,53-8,5,150,,,,3/2/20,pellet,,2.5,100,
7/24/19,856,53-8,6,150,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,857,53-8,7,100,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,858,53-8,8,100,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,859,53-8,9,50,ST,,,3/2/20,pellet,48.2,2.5,100,
7/24/19,860,53-8,10,50,ST,,,3/2/20,pellet,,2.5,100,
7/24/19,861,53-8,sfc,sfc,,,,3/2/20,pellet ++,>120,2.5,100,
7/24/19,862,53-8,sfc,sfc,,,,3/2/20,lost half of the volume on the second chloroform wash. Concentration wil not be accurate. Pellet,,2.5,100,
7/25/19,863,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/2/20,,,2,100,
7/25/19,864,55-8,1,500,,,,3/2/20,,,2.5,100,
7/25/19,865,55-8,2,500,,,,3/2/20,,,2.5,100,
7/25/19,866,55-8,3,300,,,,3/2/20,,,2.5,100,
7/25/19,867,55-8,4,300,,,,3/2/20,,,2.5,100,
7/25/19,868,55-8,5,150,,,,3/2/20,,,2.5,100,
7/25/19,869,55-8,6,150,ST,,,3/2/20,,,2.5,100,
7/25/19,870,55-8,7,100,ST,,,3/2/20,,,2.5,100,
7/25/19,871,55-8,8,100,ST,,,3/2/20,,,2.5,100,
7/25/19,872,55-8,9,50,ST,,,3/2/20,pellet,,2.5,100,
7/25/19,873,55-8,10,50,ST,,,3/2/20,pellet,,2.5,100,
7/25/19,874,55-8,sfc,sfc,,,,3/2/20,pellet ++,90,2.5,100,
7/25/19,875,55-8,sfc,sfc,,,,3/2/20,pellet,,2.5,100,
7/25/19,876,55-7,1,500,,,,3/2/20,,,2.5,100,
7/25/19,877,55-7,2,500,,,,3/2/20,,,2.5,100,
7/25/19,878,55-7,3,300,,,,3/2/20,,,2.5,100,
7/25/19,879,55-7,4,300,,,,3/2/20,,,2.5,100,
7/25/19,880,55-7,5,150,,,,3/2/20,,,2.5,100,
7/25/19,881,55-7,6,150,ST,,,3/2/20,,,2.5,100,
7/25/19,882,55-7,7,100,ST,,,3/2/20,,,2.5,100,
7/25/19,883,55-7,8,100,ST,,,3/2/20,,,2.5,100,
7/25/19,884,55-7,9,50,ST,,,3/2/20,pellet,,2.5,100,
7/25/19,885,55-7,10,50,ST,,,3/2/20,pellet,,2.5,100,
7/25/19,886,55-7,sfc,sfc,,,,3/3/20,pellet,,2.5,100,
7/25/19,887,55-7,sfc,sfc,,,,3/3/20,pellet,,2.5,100,
7/25/19,888,55-6,1,500,,,,3/3/20,,,2.5,100,
7/25/19,889,55-6,2,500,,,,3/3/20,,,2.5,100,
7/25/19,890,55-6,3,300,,,,3/3/20,,,2.5,100,
7/25/19,891,55-6,4,300,,,,3/3/20,,,2.5,100,
7/25/19,892,55-6,5,150,,,,3/3/20,,,2.5,100,
7/25/19,893,55-6,6,150,ST,,,3/3/20,,,2.5,100,
7/25/19,894,55-6,7,100,ST,,,3/3/20,,,2.5,100,
7/25/19,895,55-6,8,100,ST,,,3/3/20,,,2.5,100,
7/25/19,896,55-6,9,50,ST,,,3/3/20,,,2.5,100,
7/25/19,897,55-6,10,50,ST,,,3/3/20,,,2.5,100,
7/25/19,898,55-6,sfc,sfc,,,,3/3/20,pellet,,2.5,100,
7/25/19,899,55-6,sfc,sfc,,,,3/3/20,pellet,,2.5,100,
7/25/19,900,55-5,1,500,,,,3/3/20,,,2.5,100,
7/25/19,901,55-5,2,500,,,,3/3/20,,,2.5,100,
7/25/19,902,55-5,3,300,,,,3/3/20,,,2.5,100,
7/25/19,903,55-5,4,300,,,,3/3/20,,,2.5,100,
7/25/19,904,55-5,5,150,,,,3/3/20,,,2.5,100,
7/25/19,905,55-5,6,150,ST,,,3/3/20,,,2.5,100,
7/25/19,906,55-5,7,100,ST,,,3/3/20,,,2.5,100,
7/25/19,907,55-5,8,100,ST,,,3/3/20,,,2.5,100,
7/25/19,908,55-5,9,50,ST,,,3/3/20,pellet,,2.5,100,
7/25/19,909,55-5,10,50,ST,,,3/3/20,pellet,,2.5,100,
7/25/19,910,55-5,sfc,sfc,,,,3/3/20,pellet ++,,2.5,100,
7/25/19,911,55-5,sfc,sfc,,,,3/3/20,,89.6,2.5,100,
7/25/19,912,55-4,1,500,,,,3/3/20,,,2.5,100,
7/25/19,913,55-4,2,500,,,,3/3/20,,,2.5,100,
7/25/19,914,55-4,3,300,,,,3/3/20,,,2.5,100,
7/25/19,915,55-4,4,300,,,,3/3/20,,,2.5,100,
7/25/19,916,55-4,5,150,,,,3/3/20,,,2.5,100,
7/25/19,917,55-4,6,150,,,,3/3/20,,,2.5,100,
7/25/19,918,55-4,7,100,ST,,,3/3/20,,,2.5,100,
7/25/19,919,55-4,8,100,ST,,,3/3/20,,,2.5,100,
7/25/19,920,55-4,9,50,ST,,,3/3/20,,,2.5,100,
7/25/19,921,55-4,10,50,ST,,,3/3/20,pellet,,2.5,100,
7/25/19,922,55-4,sfc,sfc,,,,3/3/20,pellet ++,,2.5,100,
7/25/19,923,55-4,sfc,sfc,,,,3/3/20,pellet ++,75.2,2.5,100,
7/25/19,924,55-3,1,248,,,,3/3/20,,,2.5,100,
7/25/19,925,55-3,2,248,,,,3/3/20,,,2.5,100,
7/25/19,926,55-3,3,150,,,,3/3/20,,,2.5,100,
7/25/19,927,55-3,4,150,,,,3/3/20,,,2.5,100,
7/25/19,928,55-3,5,100,,,,3/3/20,,,2.5,100,
7/25/19,929,55-3,6,100,ST,,,3/3/20,,,2.5,100,
7/25/19,930,55-3,7,50,ST,,,3/3/20,,,2.5,100,
7/25/19,931,55-3,8,50,ST,,,3/3/20,,,2.5,100,
7/25/19,932,55-3,sfc,sfc,took longer than other sfc samples,,,3/3/20,pellet ++,,2.5,100,
7/25/19,933,55-3,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet ++,,2.5,100,
7/25/19,934,55-2,1,136,,,,3/4/20,,,2.5,100,
7/25/19,935,55-2,2,136,"Niskin may not have been completely sealed, started pouring even when pressure wasn't released",,,3/4/20,,,2.5,100,
7/25/19,936,55-2,3,100,"Niskin may not have been completely sealed, started pouring even when pressure wasn't released",,,3/4/20,,,2.5,100,
7/25/19,937,55-2,4,100,,,,3/4/20,,,2.5,100,
7/25/19,938,55-2,5,50,,,,3/4/20,,,2.5,100,
7/25/19,939,55-2,6,50,,,,3/4/20,,,2.5,100,
7/25/19,940,55-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet,80.8,2.5,100,
7/25/19,941,55-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet,,2.5,100,
7/25/19,942,55-1,1,40,,,,3/4/20,,,2.5,100,
7/25/19,943,55-1,2,40,,,,3/4/20,,,2.5,100,
7/25/19,944,55-1,3,25,,,,3/4/20,,,2.5,100,
7/25/19,945,55-1,4,25,,,,3/4/20,,,2.5,100,
7/25/19,946,55-1,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,
7/25/19,947,55-1,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,
7/26/19,948,-,-,-,"Evap DI water, ~2L",,Evap.DI,3/4/20,,,2,100,
7/26/19,949,58-1,1,50,,,,3/4/20,pellet,,2.5,100,
7/26/19,950,58-1,2,50,,,,3/4/20,pellet,,2.5,100,
7/26/19,951,58-1,3,25,Tissue bits? From side hose?,,,3/4/20,pellet ++,,2.5,100,
7/26/19,952,58-1,4,25,ST; Tissue bits? From side hose?,,,3/4/20,pellet ++,,2.5,100,
7/26/19,953,58-1,sfc,sfc,,,,3/4/20,,,2.5,100,
7/26/19,954,58-1,sfc,sfc,,,,3/4/20,,,2.5,100,
7/26/19,955,-,-,-,Lab DI water,,Lab.DI,3/4/20,,,2,100,
7/26/19,956,58-2,3,150,,,,3/4/20,,,2.5,100,
7/26/19,957,58-2,4,150,,,,3/4/20,,,2.5,100,
7/26/19,958,58-2,5,100,,,,3/4/20,,,2.5,100,
7/26/19,959,58-2,6,100,,,,3/4/20,,,2.5,100,
7/26/19,960,58-2,7,50,ST,,,3/4/20,,,2.5,100,
7/26/19,961,58-2,8,50,ST,,,3/4/20,,,2.5,100,
7/26/19,962,58-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,pellet ++,,2.5,100,
7/26/19,963,58-2,sfc,sfc,took longer than other sfc samples,,,3/4/20,,,2.5,100,
7/26/19,964,58-5,1,500,,,,3/4/20,,,2.5,100,
7/26/19,965,58-5,2,500,,,,3/4/20,,,2.5,100,
7/26/19,966,58-5,3,300,,,,3/4/20,,,2.5,100,
7/26/19,967,58-5,4,300,,,,3/4/20,,,2.5,100,
7/26/19,968,58-5,5,150,,,,3/4/20,,,2.5,100,
7/26/19,969,58-5,6,150,ST,,,3/4/20,,,2.5,100,
7/26/19,970,58-5,7,100,ST,,,3/4/20,,,2.5,100,
7/26/19,971,58-5,8,100,ST,,,3/4/20,,,2.5,100,
7/26/19,972,58-5,9,50,ST,,,3/4/20,,,2.5,100,
7/26/19,973,58-5,10,50,ST,,,3/4/20,,,2.5,100,
7/26/19,974,58-5,sfc,sfc,,,,3/4/20,pellet ++,89.6,2.5,100,
7/26/19,975,58-5,sfc,sfc,,,,3/4/20,pellet ++,,2.5,100,
7/27/19,976,-,-,-,"Evap DI water, ~2L",,Evap.DI,11/7/19,,,2,100,
7/27/19,977,60-4,1,500,,,,3/4/20,,,2.5,100,
7/27/19,978,60-4,2,500,,,,3/4/20,,,2.5,100,
7/27/19,979,60-4,3,300,,,,3/4/20,,,2.5,100,
7/27/19,980,60-4,4,300,,,,3/4/20,,,2.5,100,
