qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul
H33,G16,707,unknowns,UNKNOWN,26.738,-0.039,,,0.2,40.502,0.078
H33,G17,707,unknowns,UNKNOWN,26.77,-0.007,,,0.2,40.556,0.075
H33,G18,707,unknowns,UNKNOWN,26.832,0.055,,,0.2,42.196,0.022
H33,G19,747,unknowns,UNKNOWN,26.787,0.01,,,0.2,38.936,0.247
H33,G20,747,unknowns,UNKNOWN,26.899,0.122,,,0.2,Undetermined,
H33,G21,747,unknowns,UNKNOWN,26.863,0.086,,,0.2,38.566,0.325
H33,H4,525,unknowns,UNKNOWN,26.801,0.024,,,0.2,39.713,0.139
H33,H5,525,unknowns,UNKNOWN,26.871,0.094,,,0.2,Undetermined,
H33,H6,525,unknowns,UNKNOWN,26.978,0.201,,,0.2,Undetermined,
H33,H7,552,unknowns,UNKNOWN,26.869,0.092,,,0.2,Undetermined,
H33,H8,552,unknowns,UNKNOWN,26.894,0.117,,,0.2,36.361,1.652
H33,H9,552,unknowns,UNKNOWN,26.947,0.17,,,0.2,Undetermined,
H33,H10,581,unknowns,UNKNOWN,27.102,0.325,,,0.2,36.37,1.641
H33,H11,581,unknowns,UNKNOWN,26.654,-0.123,,,0.2,38.38,0.372
H33,H12,581,unknowns,UNKNOWN,26.941,0.164,,,0.2,41.797,0.03
H33,H13,639,unknowns,UNKNOWN,26.547,-0.23,,,0.2,35.184,3.937
H33,H14,639,unknowns,UNKNOWN,26.625,-0.152,,,0.2,36.252,1.79
H33,H15,639,unknowns,UNKNOWN,26.608,-0.169,,,0.2,35.302,3.61
H33,H16,718,unknowns,UNKNOWN,26.65,-0.127,,,0.2,Undetermined,
H33,H17,718,unknowns,UNKNOWN,26.801,0.024,,,0.2,37.912,0.526
H33,H18,718,unknowns,UNKNOWN,26.767,-0.01,,,0.2,39.551,0.157
H33,H19,758,unknowns,UNKNOWN,26.757,-0.02,,,0.2,41.978,0.026
H33,H20,758,unknowns,UNKNOWN,26.911,0.134,,,0.2,Undetermined,
H33,H21,758,unknowns,UNKNOWN,26.729,-0.048,,,0.2,Undetermined,
H33,I1,759,unknowns,UNKNOWN,26.671,-0.106,,,0.2,40.215,0.096
H33,I2,759,unknowns,UNKNOWN,26.822,0.045,,,0.2,Undetermined,
H33,I3,759,unknowns,UNKNOWN,26.768,-0.009,,,0.2,40.797,0.063
H33,I4,796,unknowns,UNKNOWN,26.742,-0.035,,,0.2,34.475,6.644
H33,I5,796,unknowns,UNKNOWN,26.858,0.081,,,0.2,33.499,13.656
H33,I6,796,unknowns,UNKNOWN,27.093,0.316,,,0.2,33.85,10.535
H33,I7,812,unknowns,UNKNOWN,26.678,-0.099,,,0.2,33.59,12.768
H33,I8,812,unknowns,UNKNOWN,26.765,-0.012,,,0.2,33.155,17.599
H33,I9,812,unknowns,UNKNOWN,26.911,0.134,,,0.2,33.302,15.792
H33,I10,838,unknowns,UNKNOWN,26.672,-0.105,,,0.2,39.133,0.214
H33,I11,838,unknowns,UNKNOWN,26.536,-0.241,,,0.2,37.779,0.58
H33,I12,838,unknowns,UNKNOWN,26.485,-0.292,,,0.2,38.388,0.37
H33,I13,899,unknowns,UNKNOWN,26.53,-0.247,,,0.2,37.498,0.714
H33,I14,899,unknowns,UNKNOWN,26.687,-0.09,,,0.2,Undetermined,
H33,I15,899,unknowns,UNKNOWN,26.587,-0.19,,,0.2,38.395,0.368
H33,I16,941,unknowns,UNKNOWN,26.801,0.024,,,0.2,Undetermined,
H33,I17,941,unknowns,UNKNOWN,26.615,-0.162,,,0.2,37.817,0.564
H33,I18,941,unknowns,UNKNOWN,27.085,0.308,,,0.2,Undetermined,
H33,J1,768,unknowns,UNKNOWN,26.887,0.11,,,0.2,38.531,0.333
H33,J2,768,unknowns,UNKNOWN,26.703,-0.074,,,0.2,40.647,0.07
H33,J3,768,unknowns,UNKNOWN,26.855,0.078,,,0.2,Undetermined,
H33,J4,801,unknowns,UNKNOWN,26.787,0.01,,,0.2,37.703,0.614
H33,J5,801,unknowns,UNKNOWN,26.821,0.044,,,0.2,36.204,1.855
H33,J6,801,unknowns,UNKNOWN,26.931,0.154,,,0.2,35.986,2.179
H33,J7,813,unknowns,UNKNOWN,27.03,0.253,,,0.2,35.638,2.816
H33,J8,813,unknowns,UNKNOWN,26.938,0.161,,,0.2,41.217,0.046
H33,J9,813,unknowns,UNKNOWN,27.13,0.353,,,0.2,36.055,2.07
H33,J10,849,unknowns,UNKNOWN,26.581,-0.196,,,0.2,Undetermined,
H33,J11,849,unknowns,UNKNOWN,26.894,0.117,,,0.2,Undetermined,
H33,J12,849,unknowns,UNKNOWN,26.721,-0.056,,,0.2,Undetermined,
H33,J13,910,unknowns,UNKNOWN,26.729,-0.048,,,0.2,36.811,1.185
H33,J14,910,unknowns,UNKNOWN,26.851,0.074,,,0.2,37.51,0.708
H33,J15,910,unknowns,UNKNOWN,26.931,0.154,,,0.2,36.637,1.348
H33,J16,953,unknowns,UNKNOWN,26.861,0.084,,,0.2,42.666,0.016
H33,J17,953,unknowns,UNKNOWN,26.672,-0.105,,,0.2,40.895,0.058
H33,J18,953,unknowns,UNKNOWN,26.999,0.222,,,0.2,Undetermined,
H33,K1,769,unknowns,UNKNOWN,26.845,0.068,,,0.2,37.871,0.542
H33,K2,769,unknowns,UNKNOWN,26.943,0.166,,,0.2,Undetermined,
H33,K3,769,unknowns,UNKNOWN,26.749,-0.028,,,0.2,38.77,0.279
H33,K4,802,unknowns,UNKNOWN,26.771,-0.006,,,0.2,35.573,2.955
H33,K5,802,unknowns,UNKNOWN,26.808,0.031,,,0.2,35.235,3.792
H33,K6,802,unknowns,UNKNOWN,26.868,0.091,,,0.2,34.966,4.623
H33,K7,814,unknowns,UNKNOWN,26.922,0.145,,,0.2,40.181,0.099
H33,K8,814,unknowns,UNKNOWN,26.915,0.138,,,0.2,36.875,1.13
H33,K9,814,unknowns,UNKNOWN,26.903,0.126,,,0.2,38.495,0.342
H33,K10,850,unknowns,UNKNOWN,26.791,0.014,,,0.2,Undetermined,
H33,K11,850,unknowns,UNKNOWN,26.916,0.139,,,0.2,Undetermined,
H33,K12,850,unknowns,UNKNOWN,27.262,0.485,,,0.2,40.07,0.107
H33,K13,911,unknowns,UNKNOWN,26.757,-0.02,,,0.2,Undetermined,
H33,K14,911,unknowns,UNKNOWN,26.559,-0.218,,,0.2,36.897,1.113
H33,K15,911,unknowns,UNKNOWN,26.643,-0.134,,,0.2,Undetermined,
H33,K16,954,unknowns,UNKNOWN,26.724,-0.053,,,0.2,39.607,0.151
H33,K17,954,unknowns,UNKNOWN,26.661,-0.116,,,0.2,39.281,0.192
H33,K18,954,unknowns,UNKNOWN,26.809,0.032,,,0.2,38.452,0.353
H33,L1,776,unknowns,UNKNOWN,26.76,-0.017,,,0.2,35.528,3.055
H33,L2,776,unknowns,UNKNOWN,26.725,-0.052,,,0.2,34.855,5.02
H33,L3,776,unknowns,UNKNOWN,26.74,-0.037,,,0.2,35.675,2.741
H33,L4,803,unknowns,UNKNOWN,26.905,0.128,,,0.2,37.61,0.657
H33,L5,803,unknowns,UNKNOWN,26.838,0.061,,,0.2,Undetermined,
H33,L6,803,unknowns,UNKNOWN,26.922,0.145,,,0.2,36.284,1.749
H33,L7,815,unknowns,UNKNOWN,26.946,0.169,,,0.2,37.348,0.797
H33,L8,815,unknowns,UNKNOWN,26.814,0.037,,,0.2,Undetermined,
H33,L9,815,unknowns,UNKNOWN,26.809,0.032,,,0.2,Undetermined,
H33,L10,859,unknowns,UNKNOWN,26.873,0.096,,,0.2,Undetermined,
H33,L11,859,unknowns,UNKNOWN,26.636,-0.141,,,0.2,Undetermined,
H33,L12,859,unknowns,UNKNOWN,27.073,0.296,,,0.2,40.721,0.066
H33,L13,922,unknowns,UNKNOWN,26.66,-0.117,,,0.2,Undetermined,
H33,L14,922,unknowns,UNKNOWN,26.633,-0.144,,,0.2,Undetermined,
H33,L15,922,unknowns,UNKNOWN,26.745,-0.032,,,0.2,Undetermined,
H33,L16,962,unknowns,UNKNOWN,26.994,0.217,,,0.2,37.319,0.815
H33,L17,962,unknowns,UNKNOWN,26.765,-0.012,,,0.2,38.262,0.406
H33,L18,962,unknowns,UNKNOWN,26.96,0.183,,,0.2,40.178,0.099
H33,M1,783,unknowns,UNKNOWN,26.914,0.137,,,0.2,37.177,0.905
H33,M2,783,unknowns,UNKNOWN,26.648,-0.129,,,0.2,37.378,0.78
H33,M3,783,unknowns,UNKNOWN,26.743,-0.034,,,0.2,37.929,0.52
H33,M4,804,unknowns,UNKNOWN,26.948,0.171,,,0.2,Undetermined,
H33,M5,804,unknowns,UNKNOWN,26.913,0.136,,,0.2,36.467,1.528
H33,M6,804,unknowns,UNKNOWN,26.838,0.061,,,0.2,38.486,0.344
H33,M7,816,unknowns,UNKNOWN,26.667,-0.11,,,0.2,Undetermined,
H33,M8,816,unknowns,UNKNOWN,26.936,0.159,,,0.2,Undetermined,
H33,M9,816,unknowns,UNKNOWN,26.899,0.122,,,0.2,Undetermined,
H33,M10,861,unknowns,UNKNOWN,26.802,0.025,,,0.2,40.188,0.098
H33,M11,861,unknowns,UNKNOWN,26.766,-0.011,,,0.2,Undetermined,
H33,M12,861,unknowns,UNKNOWN,26.692,-0.085,,,0.2,41.706,0.032
H33,M13,923,unknowns,UNKNOWN,26.61,-0.167,,,0.2,35.979,2.191
H33,M14,923,unknowns,UNKNOWN,26.986,0.209,,,0.2,34.775,5.326
H33,M15,923,unknowns,UNKNOWN,26.654,-0.123,,,0.2,Undetermined,
H33,M16,963,unknowns,UNKNOWN,26.655,-0.122,,,0.2,Undetermined,
H33,M17,963,unknowns,UNKNOWN,26.758,-0.019,,,0.2,Undetermined,
H33,M18,963,unknowns,UNKNOWN,26.715,-0.062,,,0.2,38.58,0.321
H33,N1,784,unknowns,UNKNOWN,26.699,-0.078,,,0.2,39.882,0.123
H33,N2,784,unknowns,UNKNOWN,26.828,0.051,,,0.2,40.527,0.076
H33,N3,784,unknowns,UNKNOWN,26.841,0.064,,,0.2,40.386,0.085
H33,N4,805,unknowns,UNKNOWN,26.812,0.035,,,0.2,35.688,2.715
H33,N5,805,unknowns,UNKNOWN,26.847,0.07,,,0.2,34.999,4.514
H33,N6,805,unknowns,UNKNOWN,26.874,0.097,,,0.2,34.191,8.19
H33,N7,825,unknowns,UNKNOWN,26.805,0.028,,,0.2,Undetermined,
H33,N8,825,unknowns,UNKNOWN,26.767,-0.01,,,0.2,Undetermined,
H33,N9,825,unknowns,UNKNOWN,26.896,0.119,,,0.2,Undetermined,
H33,N10,862,unknowns,UNKNOWN,26.667,-0.11,,,0.2,Undetermined,
H33,N11,862,unknowns,UNKNOWN,26.933,0.156,,,0.2,Undetermined,
H33,N12,862,unknowns,UNKNOWN,26.703,-0.074,,,0.2,Undetermined,
H33,N13,932,unknowns,UNKNOWN,26.743,-0.034,,,0.2,Undetermined,
H33,N14,932,unknowns,UNKNOWN,26.838,0.061,,,0.2,37.493,0.717
H33,N15,932,unknowns,UNKNOWN,26.766,-0.011,,,0.2,Undetermined,
H33,N16,974,unknowns,UNKNOWN,27.064,0.287,,,0.2,39.954,0.117
H33,N17,974,unknowns,UNKNOWN,26.735,-0.042,,,0.2,36.997,1.033
H33,N18,974,unknowns,UNKNOWN,26.818,0.041,,,0.2,38.547,0.329
H33,O1,791,unknowns,UNKNOWN,26.828,0.051,,,0.2,Undetermined,
H33,O2,791,unknowns,UNKNOWN,26.807,0.03,,,0.2,36.63,1.355
H33,O3,791,unknowns,UNKNOWN,26.794,0.017,,,0.2,36.022,2.121
H33,O4,808,unknowns,UNKNOWN,26.87,0.093,,,0.2,36.705,1.282
H33,O5,808,unknowns,UNKNOWN,26.868,0.091,,,0.2,34.641,5.878
H33,O6,808,unknowns,UNKNOWN,26.827,0.05,,,0.2,35.078,4.259
H33,O7,826,unknowns,UNKNOWN,26.759,-0.018,,,0.2,37.345,0.799
H33,O8,826,unknowns,UNKNOWN,26.808,0.031,,,0.2,38.363,0.377
H33,O9,826,unknowns,UNKNOWN,26.878,0.101,,,0.2,37.592,0.666
H33,O10,874,unknowns,UNKNOWN,26.74,-0.037,,,0.2,38.02,0.486
H33,O11,874,unknowns,UNKNOWN,26.681,-0.096,,,0.2,38.996,0.236
H33,O12,874,unknowns,UNKNOWN,26.774,-0.003,,,0.2,36.922,1.092
H33,O13,934,unknowns,UNKNOWN,26.774,-0.003,,,0.2,35.592,2.914
H33,O14,934,unknowns,UNKNOWN,26.793,0.016,,,0.2,38.653,0.304
H33,O15,934,unknowns,UNKNOWN,26.98,0.203,,,0.2,36.146,1.935
H33,O16,975,unknowns,UNKNOWN,26.741,-0.036,,,0.2,Undetermined,
H33,O17,975,unknowns,UNKNOWN,26.794,0.017,,,0.2,38.923,0.249
H33,O18,975,unknowns,UNKNOWN,26.826,0.049,,,0.2,37.808,0.568
H33,P1,792,unknowns,UNKNOWN,26.82,0.043,,,0.2,35.961,2.219
H33,P2,792,unknowns,UNKNOWN,26.987,0.21,,,0.2,34.238,7.914
H33,P3,792,unknowns,UNKNOWN,26.878,0.101,,,0.2,34.279,7.678
H33,P4,809,unknowns,UNKNOWN,26.727,-0.05,,,0.2,37.017,1.018
H33,P5,809,unknowns,UNKNOWN,26.89,0.113,,,0.2,36.921,1.093
H33,P6,809,unknowns,UNKNOWN,26.793,0.016,,,0.2,36.964,1.058
H33,P7,837,unknowns,UNKNOWN,26.808,0.031,,,0.2,Undetermined,
H33,P8,837,unknowns,UNKNOWN,26.846,0.069,,,0.2,Undetermined,
H33,P9,837,unknowns,UNKNOWN,26.862,0.085,,,0.2,38.629,0.31
H33,P10,898,unknowns,UNKNOWN,26.644,-0.133,,,0.2,38.577,0.322
H33,P11,898,unknowns,UNKNOWN,26.787,0.01,,,0.2,40.748,0.065
H33,P12,898,unknowns,UNKNOWN,26.727,-0.05,,,0.2,38.496,0.342
H33,P13,940,unknowns,UNKNOWN,26.424,-0.353,,,0.2,Undetermined,
H33,P14,940,unknowns,UNKNOWN,26.705,-0.072,,,0.2,39.6,0.151
H33,P15,940,unknowns,UNKNOWN,26.737,-0.04,,,0.2,Undetermined,
H33,P16,993,unknowns,UNKNOWN,26.721,-0.056,,,0.2,32.435,29.922
H33,P17,993,unknowns,UNKNOWN,26.6,-0.177,,,0.2,32.292,33.267
H33,P18,993,unknowns,UNKNOWN,26.757,-0.02,,,0.2,32.767,23.421
H34,A4,471,unknowns,UNKNOWN,26.777,-0.019,,,0.1,39.356,0.204
H34,A5,471,unknowns,UNKNOWN,26.681,-0.115,,,0.1,38.863,0.288
H34,A6,471,unknowns,UNKNOWN,26.674,-0.122,,,0.1,35.342,3.417
H34,A7,526,unknowns,UNKNOWN,26.703,-0.093,,,0.1,Undetermined,
H34,A8,526,unknowns,UNKNOWN,26.695,-0.101,,,0.1,Undetermined,
H34,A9,526,unknowns,UNKNOWN,26.599,-0.197,,,0.1,Undetermined,
H34,A10,553,unknowns,UNKNOWN,26.891,0.095,,,0.1,36.356,1.676
H34,A11,553,unknowns,UNKNOWN,26.691,-0.105,,,0.1,36.835,1.198
H34,A12,553,unknowns,UNKNOWN,26.767,-0.029,,,0.1,35.486,3.087
H34,A13,592,unknowns,UNKNOWN,26.779,-0.017,,,0.1,Undetermined,
H34,A14,592,unknowns,UNKNOWN,26.703,-0.093,,,0.1,37.273,0.881
H34,A15,592,unknowns,UNKNOWN,26.656,-0.14,,,0.1,39.276,0.216
H34,A16,640,unknowns,UNKNOWN,26.818,0.022,,,0.1,32.686,22.032
H34,A17,640,unknowns,UNKNOWN,26.693,-0.103,,,0.1,32.376,27.383
H34,A18,640,unknowns,UNKNOWN,26.792,-0.004,,,0.1,31.968,36.475
H34,A19,719,unknowns,UNKNOWN,26.754,-0.042,,,0.1,Undetermined,
H34,A20,719,unknowns,UNKNOWN,26.785,-0.011,,,0.1,Undetermined,
H34,A21,719,unknowns,UNKNOWN,26.812,0.016,,,0.1,Undetermined,
H34,A22,ntc,ntc,NTC,26.758,-0.038,,,0.1,Undetermined,
H34,A23,ntc,ntc,NTC,26.82,0.024,,,0.1,Undetermined,
H34,A24,ntc,ntc,NTC,26.793,-0.003,,,0.1,Undetermined,
H34,B4,488,unknowns,UNKNOWN,26.694,-0.102,,,0.1,31.74,42.787
H34,B5,488,unknowns,UNKNOWN,26.676,-0.12,,,0.1,31.648,45.647
H34,B6,488,unknowns,UNKNOWN,26.87,0.074,,,0.1,31.537,49.354
H34,B7,535,unknowns,UNKNOWN,26.886,0.09,,,0.1,Undetermined,
H34,B8,535,unknowns,UNKNOWN,26.931,0.135,,,0.1,Undetermined,
H34,B9,535,unknowns,UNKNOWN,26.936,0.14,,,0.1,Undetermined,
H34,B10,554,unknowns,UNKNOWN,26.699,-0.097,,,0.1,39.429,0.194
H34,B11,554,unknowns,UNKNOWN,26.789,-0.007,,,0.1,39.549,0.178
H34,B12,554,unknowns,UNKNOWN,26.828,0.032,,,0.1,37.588,0.706
H34,B13,593,unknowns,UNKNOWN,26.734,-0.062,,,0.1,37.32,0.852
H34,B14,593,unknowns,UNKNOWN,26.837,0.041,,,0.1,Undetermined,
H34,B15,593,unknowns,UNKNOWN,26.903,0.107,,,0.1,Undetermined,
H34,B16,682,unknowns,UNKNOWN,26.838,0.042,,,0.1,Undetermined,
H34,B17,682,unknowns,UNKNOWN,26.819,0.023,,,0.1,Undetermined,
H34,B18,682,unknowns,UNKNOWN,26.698,-0.098,,,0.1,Undetermined,
H34,B19,720,unknowns,UNKNOWN,26.696,-0.1,,,0.1,39.236,0.222
H34,B20,720,unknowns,UNKNOWN,26.818,0.022,,,0.1,Undetermined,
H34,B21,720,unknowns,UNKNOWN,26.89,0.094,,,0.1,Undetermined,
H34,B22,ntc,ntc,NTC,26.715,-0.081,,,0.1,Undetermined,
H34,B23,ntc,ntc,NTC,26.914,0.118,,,0.1,Undetermined,
H34,B24,ntc,ntc,NTC,26.775,-0.021,,,0.1,Undetermined,
H34,C4,489,unknowns,UNKNOWN,26.706,-0.09,,,0.1,33.815,9.976
H34,C5,489,unknowns,UNKNOWN,26.745,-0.051,,,0.1,33.54,12.101
H34,C6,489,unknowns,UNKNOWN,26.704,-0.092,,,0.1,33.611,11.51
H34,C7,537,unknowns,UNKNOWN,26.79,-0.006,,,0.1,33.899,9.403
H34,C8,537,unknowns,UNKNOWN,26.712,-0.084,,,0.1,33.922,9.254
H34,C9,537,unknowns,UNKNOWN,26.634,-0.162,,,0.1,33.188,15.488
H34,C10,555,unknowns,UNKNOWN,26.701,-0.095,,,0.1,Undetermined,
H34,C11,555,unknowns,UNKNOWN,26.831,0.035,,,0.1,Undetermined,
H34,C12,555,unknowns,UNKNOWN,26.882,0.086,,,0.1,Undetermined,
H34,C13,604,unknowns,UNKNOWN,26.721,-0.075,,,0.1,Undetermined,
H34,C14,604,unknowns,UNKNOWN,26.914,0.118,,,0.1,Undetermined,
H34,C15,604,unknowns,UNKNOWN,26.763,-0.033,,,0.1,Undetermined,
H34,C16,683,unknowns,UNKNOWN,26.822,0.026,,,0.1,Undetermined,
H34,C17,683,unknowns,UNKNOWN,26.564,-0.232,,,0.1,37.462,0.772
H34,C18,683,unknowns,UNKNOWN,26.784,-0.012,,,0.1,Undetermined,
H34,C19,721,unknowns,UNKNOWN,26.953,0.157,,,0.1,Undetermined,
H34,C20,721,unknowns,UNKNOWN,26.808,0.012,,,0.1,Undetermined,
H34,C21,721,unknowns,UNKNOWN,26.8,0.004,,,0.1,Undetermined,
H34,D4,500,unknowns,UNKNOWN,26.849,0.053,,,0.1,Undetermined,
H34,D5,500,unknowns,UNKNOWN,26.81,0.014,,,0.1,37.152,0.959
H34,D6,500,unknowns,UNKNOWN,26.93,0.134,,,0.1,40.388,0.099
H34,D7,538,unknowns,UNKNOWN,26.718,-0.078,,,0.1,36.071,2.048
H34,D8,538,unknowns,UNKNOWN,26.862,0.066,,,0.1,37.446,0.78
H34,D9,538,unknowns,UNKNOWN,26.749,-0.047,,,0.1,Undetermined,
H34,D10,556,unknowns,UNKNOWN,26.77,-0.026,,,0.1,Undetermined,
H34,D11,556,unknowns,UNKNOWN,26.771,-0.025,,,0.1,Undetermined,
H34,D12,556,unknowns,UNKNOWN,26.697,-0.099,,,0.1,37.433,0.787
H34,D13,605,unknowns,UNKNOWN,26.729,-0.067,,,0.1,Undetermined,
H34,D14,605,unknowns,UNKNOWN,26.981,0.185,,,0.1,Undetermined,
H34,D15,605,unknowns,UNKNOWN,26.791,-0.005,,,0.1,Undetermined,
H34,D16,694,unknowns,UNKNOWN,26.563,-0.233,,,0.1,Undetermined,
H34,D17,694,unknowns,UNKNOWN,26.815,0.019,,,0.1,37.501,0.751
H34,D18,694,unknowns,UNKNOWN,26.717,-0.079,,,0.1,Undetermined,
H34,D19,734,unknowns,UNKNOWN,26.83,0.034,,,0.1,Undetermined,
H34,D20,734,unknowns,UNKNOWN,26.779,-0.017,,,0.1,Undetermined,
H34,D21,734,unknowns,UNKNOWN,26.764,-0.032,,,0.1,39.951,0.135
H34,E4,501,unknowns,UNKNOWN,26.911,0.115,,,0.1,38.539,0.362
H34,E5,501,unknowns,UNKNOWN,27.015,0.219,,,0.1,37.724,0.642
H34,E6,501,unknowns,UNKNOWN,26.698,-0.098,,,0.1,36.995,1.07
H34,E7,549,unknowns,UNKNOWN,26.868,0.072,,,0.1,41.424,0.048
H34,E8,549,unknowns,UNKNOWN,26.704,-0.092,,,0.1,Undetermined,
H34,E9,549,unknowns,UNKNOWN,26.892,0.096,,,0.1,Undetermined,
H34,E10,568,unknowns,UNKNOWN,26.626,-0.17,,,0.1,Undetermined,
H34,E11,568,unknowns,UNKNOWN,26.963,0.167,,,0.1,Undetermined,
H34,E12,568,unknowns,UNKNOWN,26.576,-0.22,,,0.1,37.06,1.023
H34,E13,612,unknowns,UNKNOWN,26.722,-0.074,,,0.1,Undetermined,
H34,E14,612,unknowns,UNKNOWN,26.507,-0.289,,,0.1,Undetermined,
H34,E15,612,unknowns,UNKNOWN,27.079,0.283,,,0.1,39.295,0.213
H34,E16,695,unknowns,UNKNOWN,26.684,-0.112,,,0.1,Undetermined,
H34,E17,695,unknowns,UNKNOWN,26.8,0.004,,,0.1,Undetermined,
H34,E18,695,unknowns,UNKNOWN,26.874,0.078,,,0.1,38.489,0.375
H34,E19,735,unknowns,UNKNOWN,26.839,0.043,,,0.1,Undetermined,
H34,E20,735,unknowns,UNKNOWN,26.835,0.039,,,0.1,Undetermined,
H34,E21,735,unknowns,UNKNOWN,26.917,0.121,,,0.1,Undetermined,
H34,E22,1867,unknowns,UNKNOWN,27.14,0.344,,,0.5,31.856,39.451
H34,E23,1867,unknowns,UNKNOWN,27.062,0.266,,,0.5,32.003,35.585
H34,E24,1867,unknowns,UNKNOWN,27.092,0.296,,,0.5,32.048,34.471
H34,F4,503,unknowns,UNKNOWN,26.827,0.031,,,0.1,Undetermined,
H34,F5,503,unknowns,UNKNOWN,26.901,0.105,,,0.1,Undetermined,
H34,F6,503,unknowns,UNKNOWN,27.08,0.284,,,0.1,Undetermined,
H34,F7,550,unknowns,UNKNOWN,26.654,-0.142,,,0.1,37.652,0.675
H34,F8,550,unknowns,UNKNOWN,26.904,0.108,,,0.1,40.297,0.105
H34,F9,550,unknowns,UNKNOWN,26.577,-0.219,,,0.1,37.778,0.618
H34,F10,569,unknowns,UNKNOWN,26.941,0.145,,,0.1,Undetermined,
H34,F11,569,unknowns,UNKNOWN,26.78,-0.016,,,0.1,Undetermined,
H34,F12,569,unknowns,UNKNOWN,26.701,-0.095,,,0.1,39.943,0.135
H34,F13,627,unknowns,UNKNOWN,26.71,-0.086,,,0.1,Undetermined,
H34,F14,627,unknowns,UNKNOWN,26.628,-0.168,,,0.1,Undetermined,
H34,F15,627,unknowns,UNKNOWN,26.716,-0.08,,,0.1,Undetermined,
H34,F16,706,unknowns,UNKNOWN,26.434,-0.362,,,0.1,Undetermined,
H34,F17,706,unknowns,UNKNOWN,26.862,0.066,,,0.1,39.355,0.204
H34,F18,706,unknowns,UNKNOWN,26.834,0.038,,,0.1,37.645,0.679
H34,F19,746,unknowns,UNKNOWN,26.875,0.079,,,0.1,Undetermined,
H34,F20,746,unknowns,UNKNOWN,26.709,-0.087,,,0.1,Undetermined,
H34,F21,746,unknowns,UNKNOWN,26.935,0.139,,,0.1,Undetermined,
H34,F22,1868,unknowns,UNKNOWN,27.385,0.589,NO,,0.5,34.951,4.494
H34,F23,1868,unknowns,UNKNOWN,29.169,2.373,NO,,0.5,35.974,2.192
H34,F24,1868,unknowns,UNKNOWN,27.302,0.506,NO,,0.5,34.907,4.636
H34,G4,513,unknowns,UNKNOWN,26.733,-0.063,,,0.1,37.919,0.56
H34,G5,513,unknowns,UNKNOWN,26.91,0.114,,,0.1,Undetermined,
H34,G6,513,unknowns,UNKNOWN,26.741,-0.055,,,0.1,42.039,0.031
H34,G7,551,unknowns,UNKNOWN,26.861,0.065,,,0.1,38.989,0.264
H34,G8,551,unknowns,UNKNOWN,26.831,0.035,,,0.1,38.638,0.338
H34,G9,551,unknowns,UNKNOWN,26.593,-0.203,,,0.1,Undetermined,
H34,G10,580,unknowns,UNKNOWN,26.875,0.079,,,0.1,Undetermined,
H34,G11,580,unknowns,UNKNOWN,26.671,-0.125,,,0.1,Undetermined,
H34,G12,580,unknowns,UNKNOWN,26.779,-0.017,,,0.1,Undetermined,
H34,G13,628,unknowns,UNKNOWN,26.699,-0.097,,,0.1,34.985,4.389
H34,G14,628,unknowns,UNKNOWN,26.616,-0.18,,,0.1,35.995,2.16
H34,G15,628,unknowns,UNKNOWN,26.706,-0.09,,,0.1,36.075,2.042
H34,G16,707,unknowns,UNKNOWN,26.588,-0.208,,,0.1,Undetermined,
H34,G17,707,unknowns,UNKNOWN,26.789,-0.007,,,0.1,Undetermined,
H34,G18,707,unknowns,UNKNOWN,26.796,0,,,0.1,Undetermined,
H34,G19,747,unknowns,UNKNOWN,26.835,0.039,,,0.1,Undetermined,
H34,G20,747,unknowns,UNKNOWN,26.894,0.098,,,0.1,Undetermined,
H34,G21,747,unknowns,UNKNOWN,26.788,-0.008,,,0.1,Undetermined,
H34,G22,1879,unknowns,UNKNOWN,26.728,-0.068,,,0.5,37.77,0.622
H34,G23,1879,unknowns,UNKNOWN,26.853,0.057,,,0.5,Undetermined,
H34,G24,1879,unknowns,UNKNOWN,27.169,0.373,,,0.5,Undetermined,
H34,H4,525,unknowns,UNKNOWN,26.801,0.005,,,0.1,Undetermined,
H34,H5,525,unknowns,UNKNOWN,26.772,-0.024,,,0.1,39.455,0.191
H34,H6,525,unknowns,UNKNOWN,26.974,0.178,,,0.1,Undetermined,
H34,H7,552,unknowns,UNKNOWN,26.846,0.05,,,0.1,Undetermined,
H34,H8,552,unknowns,UNKNOWN,26.882,0.086,,,0.1,39.465,0.189
H34,H9,552,unknowns,UNKNOWN,26.673,-0.123,,,0.1,Undetermined,
H34,H10,581,unknowns,UNKNOWN,26.338,-0.458,,,0.1,38.008,0.526
H34,H11,581,unknowns,UNKNOWN,26.913,0.117,,,0.1,35.453,3.16
H34,H12,581,unknowns,UNKNOWN,26.659,-0.137,,,0.1,37.699,0.653
H34,H13,639,unknowns,UNKNOWN,26.77,-0.026,,,0.1,35.385,3.313
H34,H14,639,unknowns,UNKNOWN,26.301,-0.495,,,0.1,35.12,3.992
H34,H15,639,unknowns,UNKNOWN,26.679,-0.117,,,0.1,35.171,3.851
H34,H16,718,unknowns,UNKNOWN,26.768,-0.028,,,0.1,Undetermined,
H34,H17,718,unknowns,UNKNOWN,26.652,-0.144,,,0.1,Undetermined,
