qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul
H14,K13,563,unknowns,UNKNOWN,26.501,0.17,,,1,Undetermined,
H14,K14,563,unknowns,UNKNOWN,26.237,-0.093,,,1,35.406,1.601
H14,K15,563,unknowns,UNKNOWN,26.876,0.546,,,1,37.586,0.364
H14,K16,571,unknowns,UNKNOWN,26.214,-0.116,,,1,34.903,2.251
H14,K17,571,unknowns,UNKNOWN,26.172,-0.159,,,1,34.693,2.596
H14,K18,571,unknowns,UNKNOWN,26.291,-0.039,,,1,35.05,2.038
H14,L1,532,unknowns,UNKNOWN,26.18,-0.15,,,1,28.863,135.812
H14,L2,532,unknowns,UNKNOWN,26.345,0.015,,,1,29.308,100.397
H14,L3,532,unknowns,UNKNOWN,26.212,-0.119,,,1,29.229,105.926
H14,L4,540,unknowns,UNKNOWN,26.263,-0.068,,,1,34.818,2.386
H14,L5,540,unknowns,UNKNOWN,26.256,-0.074,,,1,35.373,1.637
H14,L6,540,unknowns,UNKNOWN,26.362,0.032,,,1,34.374,3.224
H14,L7,548,unknowns,UNKNOWN,26.416,0.085,,,1,35.487,1.515
H14,L8,548,unknowns,UNKNOWN,26.446,0.116,,,1,34.961,2.164
H14,L9,548,unknowns,UNKNOWN,26.379,0.049,,,1,33.413,6.189
H14,L10,556,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,L11,556,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,L12,556,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,L13,564,unknowns,UNKNOWN,26.486,0.156,,,1,30.198,54.897
H14,L14,564,unknowns,UNKNOWN,26.364,0.033,,,1,29.808,71.538
H14,L15,564,unknowns,UNKNOWN,26.756,0.425,,,1,30.163,56.208
H14,L16,572,unknowns,UNKNOWN,26.557,0.226,,,1,32.76,9.646
H14,L17,572,unknowns,UNKNOWN,26.249,-0.081,,,1,32.741,9.772
H14,L18,572,unknowns,UNKNOWN,26.273,-0.058,,,1,33.028,8.04
H14,M1,533,unknowns,UNKNOWN,26.477,0.146,,,1,32.206,14.047
H14,M2,533,unknowns,UNKNOWN,26.279,-0.052,,,1,32.886,8.855
H14,M3,533,unknowns,UNKNOWN,26.419,0.088,,,1,33.046,7.94
H14,M4,541,unknowns,UNKNOWN,26.347,0.016,,,1,32.31,13.088
H14,M5,541,unknowns,UNKNOWN,26.197,-0.133,,,1,32.494,11.553
H14,M6,541,unknowns,UNKNOWN,26.476,0.146,,,1,32.923,8.632
H14,M7,549,unknowns,UNKNOWN,28.258,1.928,NO,,1,35.817,1.211
H14,M8,549,unknowns,UNKNOWN,33.582,7.252,NO,,1,Undetermined,
H14,M9,549,unknowns,UNKNOWN,32.932,6.602,NO,,1,42.411,0.014
H14,M10,557,field_neg,UNKNOWN,26.216,-0.114,,,1,Undetermined,
H14,M11,557,field_neg,UNKNOWN,26.415,0.085,,,1,37.25,0.458
H14,M12,557,field_neg,UNKNOWN,26.298,-0.033,,,1,Undetermined,
H14,M13,565,unknowns,UNKNOWN,26.305,-0.025,,,1,33.586,5.507
H14,M14,565,unknowns,UNKNOWN,26.308,-0.022,,,1,34.079,3.938
H14,M15,565,unknowns,UNKNOWN,26.442,0.112,,,1,35.945,1.11
H14,M16,573,unknowns,UNKNOWN,26.919,0.589,,,1,33.476,5.931
H14,M17,573,unknowns,UNKNOWN,26.337,0.007,,,1,33.439,6.081
H14,M18,573,unknowns,UNKNOWN,26.62,0.289,,,1,33.858,4.578
H14,N1,534,unknowns,UNKNOWN,26.291,-0.039,,,1,33.152,7.392
H14,N2,534,unknowns,UNKNOWN,26.328,-0.002,,,1,32.962,8.408
H14,N3,534,unknowns,UNKNOWN,26.091,-0.24,,,1,32.126,14.828
H14,N4,542,unknowns,UNKNOWN,26.309,-0.021,,,1,32.954,8.456
H14,N5,542,unknowns,UNKNOWN,26.452,0.122,,,1,32.87,8.95
H14,N6,542,unknowns,UNKNOWN,26.255,-0.075,,,1,32.674,10.223
H14,N7,550,unknowns,UNKNOWN,31.719,5.388,NO,,1,Undetermined,
H14,N8,550,unknowns,UNKNOWN,34.158,7.828,NO,,1,Undetermined,
H14,N9,550,unknowns,UNKNOWN,35.163,8.832,NO,,1,Undetermined,
H14,N10,558,unknowns,UNKNOWN,26.328,-0.002,,,1,35.937,1.116
H14,N11,558,unknowns,UNKNOWN,26.256,-0.074,,,1,34.028,4.078
H14,N12,558,unknowns,UNKNOWN,26.233,-0.097,,,1,33.893,4.47
H14,N13,566,unknowns,UNKNOWN,26.437,0.107,,,1,31.37,24.77
H14,N14,566,unknowns,UNKNOWN,26.226,-0.105,,,1,31.108,29.603
H14,N15,566,unknowns,UNKNOWN,26.592,0.261,,,1,32.065,15.458
H14,N16,574,unknowns,UNKNOWN,26.097,-0.233,,,1,32.46,11.823
H14,N17,574,unknowns,UNKNOWN,26.283,-0.048,,,1,32.407,12.253
H14,N18,574,unknowns,UNKNOWN,26.297,-0.033,,,1,32.912,8.696
H14,O1,535,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O2,535,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O3,535,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O4,543,unknowns,UNKNOWN,26.194,-0.137,,,1,36.205,0.93
H14,O5,543,unknowns,UNKNOWN,25.969,-0.361,,,1,35.263,1.763
H14,O6,543,unknowns,UNKNOWN,26.167,-0.163,,,1,35.649,1.358
H14,O7,551,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O8,551,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O9,551,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,O10,559,unknowns,UNKNOWN,26.304,-0.027,,,1,Undetermined,
H14,O11,559,unknowns,UNKNOWN,26.277,-0.054,,,1,34.14,3.779
H14,O12,559,unknowns,UNKNOWN,26.191,-0.14,,,1,33.3,6.685
H14,O13,567,unknowns,UNKNOWN,26.089,-0.241,,,1,29.915,66.513
H14,O14,567,unknowns,UNKNOWN,26.381,0.051,,,1,29.659,79.133
H14,O15,567,unknowns,UNKNOWN,26.473,0.143,,,1,29.706,76.649
H14,O16,575,unknowns,UNKNOWN,26.192,-0.139,,,1,33.815,4.714
H14,O17,575,unknowns,UNKNOWN,25.561,-0.769,,,1,32.183,14.271
H14,O18,575,unknowns,UNKNOWN,26.232,-0.099,,,1,32.563,11.022
H14,P1,536,unknowns,UNKNOWN,26.396,0.066,,,1,27.948,252.734
H14,P2,536,unknowns,UNKNOWN,26.425,0.095,,,1,27.888,263.226
H14,P3,536,unknowns,UNKNOWN,26.622,0.292,,,1,27.715,296.158
H14,P4,544,unknowns,UNKNOWN,26.247,-0.083,,,1,32.513,11.407
H14,P5,544,unknowns,UNKNOWN,26.336,0.006,,,1,32.142,14.67
H14,P6,544,unknowns,UNKNOWN,26.021,-0.309,,,1,31.832,18.108
H14,P7,552,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,P8,552,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,P9,552,unknowns,UNKNOWN,35.855,9.525,NO,,1,Undetermined,
H14,P10,560,unknowns,UNKNOWN,26.06,-0.27,,,1,34.007,4.136
H14,P11,560,unknowns,UNKNOWN,26.257,-0.073,,,1,33.058,7.878
H14,P12,560,unknowns,UNKNOWN,26.248,-0.082,,,1,33.288,6.741
H14,P13,568,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,P14,568,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,P15,568,unknowns,UNKNOWN,45,18.67,NO,,1,Undetermined,
H14,P16,576,unknowns,UNKNOWN,26.202,-0.129,,,1,34.134,3.794
H14,P17,576,unknowns,UNKNOWN,26.31,-0.021,,,1,33.929,4.361
H14,P18,576,unknowns,UNKNOWN,26.307,-0.024,,,1,34.58,2.804
H15,A4,577,unknowns,UNKNOWN,26.191,-0.265,,,1,32.248,18.856
H15,A5,577,unknowns,UNKNOWN,26.271,-0.185,,,1,32.296,18.246
H15,A6,577,unknowns,UNKNOWN,26.391,-0.065,,,1,32.826,12.662
H15,A7,585,unknowns,UNKNOWN,26.263,-0.193,,,1,33.606,7.402
H15,A8,585,unknowns,UNKNOWN,26.326,-0.131,,,1,33.661,7.127
H15,A9,585,unknowns,UNKNOWN,26.332,-0.124,,,1,33.524,7.833
H15,A10,593,unknowns,UNKNOWN,29.477,3.021,NO,,1,Undetermined,
H15,A11,593,unknowns,UNKNOWN,45,18.544,NO,,1,Undetermined,
H15,A12,593,unknowns,UNKNOWN,37.6,11.144,NO,,1,Undetermined,
H15,A13,601,unknowns,UNKNOWN,26.415,-0.041,,,1,38.737,0.216
H15,A14,601,unknowns,UNKNOWN,26.443,-0.013,,,1,35.808,1.625
H15,A15,601,unknowns,UNKNOWN,26.409,-0.047,,,1,36.815,0.812
H15,A16,609,unknowns,UNKNOWN,26.399,-0.058,,,1,35.405,2.146
H15,A17,609,unknowns,UNKNOWN,26.494,0.037,,,1,35.808,1.626
H15,A18,609,unknowns,UNKNOWN,26.527,0.07,,,1,35.365,2.206
H15,A19,617,unknowns,UNKNOWN,26.537,0.081,,,1,34.377,4.355
H15,A20,617,unknowns,UNKNOWN,26.344,-0.112,,,1,34.028,5.536
H15,A21,617,unknowns,UNKNOWN,26.453,-0.003,,,1,34.146,5.104
H15,A22,ntc,ntc,NTC,26.473,0.017,,,1,Undetermined,
H15,A23,ntc,ntc,NTC,26.364,-0.092,,,1,Undetermined,
H15,A24,ntc,ntc,NTC,26.528,0.072,,,1,Undetermined,
H15,B4,578,unknowns,UNKNOWN,26.391,-0.065,,,1,35.205,2.462
H15,B5,578,unknowns,UNKNOWN,26.464,0.008,,,1,33.816,6.405
H15,B6,578,unknowns,UNKNOWN,26.494,0.038,,,1,33.166,10.024
H15,B7,586,unknowns,UNKNOWN,26.416,-0.041,,,1,35.601,1.874
H15,B8,586,unknowns,UNKNOWN,26.457,0.001,,,1,36.067,1.361
H15,B9,586,unknowns,UNKNOWN,26.315,-0.141,,,1,34.66,3.584
H15,B10,594,unknowns,UNKNOWN,26.431,-0.025,,,1,33.329,8.959
H15,B11,594,unknowns,UNKNOWN,26.535,0.079,,,1,33.933,5.912
H15,B12,594,unknowns,UNKNOWN,26.405,-0.051,,,1,33.601,7.428
H15,B13,602,unknowns,UNKNOWN,26.474,0.018,,,1,36.876,0.779
H15,B14,602,unknowns,UNKNOWN,26.532,0.076,,,1,35.977,1.447
H15,B15,602,unknowns,UNKNOWN,26.515,0.059,,,1,36.33,1.135
H15,B16,610,unknowns,UNKNOWN,26.463,0.007,,,1,35.884,1.543
H15,B17,610,unknowns,UNKNOWN,26.453,-0.003,,,1,36.604,0.94
H15,B18,610,unknowns,UNKNOWN,26.408,-0.048,,,1,35.781,1.656
H15,B19,618,unknowns,UNKNOWN,26.427,-0.029,,,1,35.139,2.577
H15,B20,618,unknowns,UNKNOWN,26.493,0.037,,,1,35.302,2.303
H15,B21,618,unknowns,UNKNOWN,26.48,0.024,,,1,35.792,1.643
H15,B22,ntc,ntc,NTC,26.474,0.018,,,1,Undetermined,
H15,B23,ntc,ntc,NTC,26.471,0.015,,,1,Undetermined,
H15,B24,ntc,ntc,NTC,26.415,-0.041,,,1,Undetermined,
H15,C4,579,unknowns,UNKNOWN,26.521,0.065,,,1,31.056,42.834
H15,C5,579,unknowns,UNKNOWN,26.34,-0.116,,,1,31.431,33.093
H15,C6,579,unknowns,UNKNOWN,26.446,-0.01,,,1,31.195,38.929
H15,C7,587,unknowns,UNKNOWN,26.455,-0.001,,,1,35.616,1.855
H15,C8,587,unknowns,UNKNOWN,26.528,0.072,,,1,36.782,0.831
H15,C9,587,unknowns,UNKNOWN,26.411,-0.045,,,1,34.718,3.443
H15,C10,595,unknowns,UNKNOWN,26.46,0.004,,,1,32.806,12.841
H15,C11,595,unknowns,UNKNOWN,26.438,-0.018,,,1,32.895,12.076
H15,C12,595,unknowns,UNKNOWN,26.461,0.005,,,1,33.026,11.033
H15,C13,603,unknowns,UNKNOWN,26.484,0.027,,,1,Undetermined,
H15,C14,603,unknowns,UNKNOWN,26.603,0.147,,,1,Undetermined,
H15,C15,603,unknowns,UNKNOWN,26.503,0.047,,,1,36.837,0.801
H15,C16,611,unknowns,UNKNOWN,26.525,0.069,,,1,36.437,1.055
H15,C17,611,unknowns,UNKNOWN,26.595,0.139,,,1,34.835,3.176
H15,C18,611,unknowns,UNKNOWN,26.455,-0.001,,,1,34.777,3.306
H15,C19,619,unknowns,UNKNOWN,26.453,-0.003,,,1,32.559,15.227
H15,C20,619,unknowns,UNKNOWN,26.536,0.08,,,1,32.835,12.589
H15,C21,619,unknowns,UNKNOWN,26.461,0.005,,,1,32.97,11.47
H15,C22,ntc,ntc,NTC,26.42,-0.036,,,1,Undetermined,
H15,C23,ntc,ntc,NTC,26.472,0.016,,,1,Undetermined,
H15,C24,ntc,ntc,NTC,26.488,0.032,,,1,Undetermined,
H15,D4,580,unknowns,UNKNOWN,27.126,0.67,NO,,1,43.061,0.011
H15,D5,580,unknowns,UNKNOWN,27.242,0.786,NO,,1,Undetermined,
H15,D6,580,unknowns,UNKNOWN,27.264,0.808,NO,,1,Undetermined,
H15,D7,588,unknowns,UNKNOWN,26.54,0.084,,,1,34.398,4.293
H15,D8,588,unknowns,UNKNOWN,26.588,0.132,,,1,35.93,1.495
H15,D9,588,unknowns,UNKNOWN,26.459,0.002,,,1,Undetermined,
H15,D10,596,unknowns,UNKNOWN,26.494,0.038,,,1,32.899,12.043
H15,D11,596,unknowns,UNKNOWN,26.593,0.137,,,1,33.103,10.465
H15,D12,596,unknowns,UNKNOWN,26.358,-0.098,,,1,32.806,12.845
H15,D13,604,unknowns,UNKNOWN,30.848,4.392,NO,,1,Undetermined,
H15,D14,604,unknowns,UNKNOWN,30.803,4.347,NO,,1,Undetermined,
H15,D15,604,unknowns,UNKNOWN,33.1,6.644,NO,,1,Undetermined,
H15,D16,612,unknowns,UNKNOWN,26.935,0.479,NO,,1,37.223,0.614
H15,D17,612,unknowns,UNKNOWN,27.087,0.631,NO,,1,38.106,0.334
H15,D18,612,unknowns,UNKNOWN,28.33,1.874,NO,,1,Undetermined,
H15,D19,620,unknowns,UNKNOWN,26.501,0.045,,,1,33.86,6.215
H15,D20,620,unknowns,UNKNOWN,26.449,-0.007,,,1,36.12,1.311
H15,D21,620,unknowns,UNKNOWN,26.473,0.017,,,1,35.894,1.532
H15,E4,581,unknowns,UNKNOWN,30.932,4.476,NO,,1,40.558,0.062
H15,E5,581,unknowns,UNKNOWN,42.109,15.653,NO,,1,Undetermined,
H15,E6,581,unknowns,UNKNOWN,42.051,15.595,NO,,1,Undetermined,
H15,E7,589,unknowns,UNKNOWN,26.545,0.089,,,1,35.332,2.256
H15,E8,589,unknowns,UNKNOWN,26.655,0.199,,,1,35.128,2.597
H15,E9,589,unknowns,UNKNOWN,26.643,0.187,,,1,35.082,2.679
H15,E10,597,unknowns,UNKNOWN,26.512,0.056,,,1,34.885,3.069
H15,E11,597,unknowns,UNKNOWN,26.455,-0.001,,,1,33.993,5.671
H15,E12,597,unknowns,UNKNOWN,26.473,0.017,,,1,33.867,6.185
H15,E13,605,unknowns,UNKNOWN,28.732,2.276,NO,,1,Undetermined,
H15,E14,605,unknowns,UNKNOWN,35.183,8.727,NO,,1,Undetermined,
H15,E15,605,unknowns,UNKNOWN,34.549,8.092,NO,,1,Undetermined,
H15,E16,613,unknowns,UNKNOWN,26.626,0.17,,,1,37.512,0.503
H15,E17,613,unknowns,UNKNOWN,26.818,0.362,,,1,36.177,1.261
H15,E18,613,unknowns,UNKNOWN,26.838,0.382,,,1,Undetermined,
H15,E19,621,unknowns,UNKNOWN,26.319,-0.137,,,1,32.129,20.47
H15,E20,621,unknowns,UNKNOWN,26.586,0.13,,,1,32.407,16.905
H15,E21,621,unknowns,UNKNOWN,26.619,0.163,,,1,31.977,22.726
H15,F4,582,unknowns,UNKNOWN,26.44,-0.016,,,1,36.365,1.108
H15,F5,582,unknowns,UNKNOWN,26.523,0.067,,,1,35.638,1.828
H15,F6,582,unknowns,UNKNOWN,26.52,0.064,,,1,35.786,1.65
H15,F7,590,unknowns,UNKNOWN,26.565,0.109,,,1,35.204,2.464
H15,F8,590,unknowns,UNKNOWN,26.617,0.161,,,1,33.839,6.304
H15,F9,590,unknowns,UNKNOWN,26.331,-0.125,,,1,33.972,5.755
H15,F10,598,unknowns,UNKNOWN,26.571,0.115,,,1,34.796,3.264
H15,F11,598,unknowns,UNKNOWN,26.263,-0.193,,,1,34.578,3.792
H15,F12,598,unknowns,UNKNOWN,26.273,-0.183,,,1,36.935,0.748
H15,F13,606,unknowns,UNKNOWN,26.423,-0.033,,,1,32.092,20.99
H15,F14,606,unknowns,UNKNOWN,26.407,-0.049,,,1,33.368,8.721
H15,F15,606,unknowns,UNKNOWN,26.5,0.044,,,1,32.879,12.212
H15,F16,614,field_neg,UNKNOWN,26.407,-0.049,,,1,Undetermined,
H15,F17,614,field_neg,UNKNOWN,26.429,-0.027,,,1,36.647,0.912
H15,F18,614,field_neg,UNKNOWN,26.607,0.151,,,1,Undetermined,
H15,F19,622,unknowns,UNKNOWN,26.56,0.104,,,1,32.966,11.503
H15,F20,622,unknowns,UNKNOWN,26.494,0.038,,,1,32.938,11.725
H15,F21,622,unknowns,UNKNOWN,26.501,0.045,,,1,32.969,11.475
H15,G4,583,unknowns,UNKNOWN,26.494,0.038,,,1,31.558,30.328
H15,G5,583,unknowns,UNKNOWN,26.56,0.104,,,1,31.466,32.296
H15,G6,583,unknowns,UNKNOWN,26.371,-0.085,,,1,31.901,23.945
H15,G7,591,unknowns,UNKNOWN,26.607,0.151,,,1,33.598,7.442
H15,G8,591,unknowns,UNKNOWN,26.58,0.124,,,1,33.053,10.833
H15,G9,591,unknowns,UNKNOWN,26.551,0.095,,,1,33.113,10.397
H15,G10,599,unknowns,UNKNOWN,26.443,-0.013,,,1,38.291,0.294
H15,G11,599,unknowns,UNKNOWN,26.308,-0.148,,,1,43.063,0.011
H15,G12,599,unknowns,UNKNOWN,26.345,-0.111,,,1,36.598,0.944
H15,G13,607,unknowns,UNKNOWN,26.356,-0.1,,,1,32.446,16.451
H15,G14,607,unknowns,UNKNOWN,26.391,-0.065,,,1,33.248,9.475
H15,G15,607,unknowns,UNKNOWN,26.367,-0.089,,,1,33.542,7.739
H15,G16,615,field_neg,UNKNOWN,26.256,-0.2,,,1,Undetermined,
H15,G17,615,field_neg,UNKNOWN,26.431,-0.025,,,1,Undetermined,
H15,G18,615,field_neg,UNKNOWN,26.492,0.036,,,1,36.715,0.871
H15,G19,623,unknowns,UNKNOWN,26.524,0.067,,,1,29.375,136.269
H15,G20,623,unknowns,UNKNOWN,26.49,0.034,,,1,28.847,196.032
H15,G21,623,unknowns,UNKNOWN,26.372,-0.084,,,1,28.571,237.012
H15,H4,584,unknowns,UNKNOWN,26.459,0.003,,,1,32.808,12.824
H15,H5,584,unknowns,UNKNOWN,26.408,-0.049,,,1,32.211,19.339
H15,H6,584,unknowns,UNKNOWN,26.548,0.092,,,1,32.758,13.272
H15,H7,592,unknowns,UNKNOWN,35.808,9.352,NO,,1,Undetermined,
H15,H8,592,unknowns,UNKNOWN,38.19,11.734,NO,,1,Undetermined,
H15,H9,592,unknowns,UNKNOWN,41.393,14.937,NO,,1,Undetermined,
H15,H10,600,unknowns,UNKNOWN,26.544,0.088,,,1,37.106,0.665
H15,H11,600,unknowns,UNKNOWN,26.307,-0.149,,,1,35.702,1.749
H15,H12,600,unknowns,UNKNOWN,26.35,-0.106,,,1,Undetermined,
H15,H13,608,unknowns,UNKNOWN,26.202,-0.255,,,1,33.969,5.766
H15,H14,608,unknowns,UNKNOWN,26.274,-0.182,,,1,33.905,6.026
H15,H15,608,unknowns,UNKNOWN,26.401,-0.055,,,1,33.33,8.954
H15,H16,616,field_neg,UNKNOWN,26.349,-0.108,,,1,34.716,3.447
H15,H17,616,field_neg,UNKNOWN,26.251,-0.205,,,1,34.631,3.656
H15,H18,616,field_neg,UNKNOWN,26.241,-0.215,,,1,36.144,1.29
H15,H19,624,unknowns,UNKNOWN,26.417,-0.039,,,1,30.033,86.628
H15,H20,624,unknowns,UNKNOWN,26.296,-0.16,,,1,29.981,89.78
H15,H21,624,unknowns,UNKNOWN,26.38,-0.076,,,1,30.017,87.582
H15,I1,625,unknowns,UNKNOWN,26.322,-0.134,,,1,34.006,5.622
H15,I2,625,unknowns,UNKNOWN,26.358,-0.098,,,1,33.54,7.749
H15,I3,625,unknowns,UNKNOWN,26.495,0.039,,,1,33.47,8.133
H15,I4,633,unknowns,UNKNOWN,26.453,-0.003,,,1,34.988,2.859
H15,I5,633,unknowns,UNKNOWN,26.413,-0.043,,,1,36.608,0.937
H15,I6,633,unknowns,UNKNOWN,26.473,0.017,,,1,34.99,2.856
H15,I7,641,unknowns,UNKNOWN,26.36,-0.096,,,1,34.565,3.826
H15,I8,641,unknowns,UNKNOWN,26.481,0.024,,,1,34.16,5.057
H15,I9,641,unknowns,UNKNOWN,26.376,-0.08,,,1,39.989,0.091
H15,I10,649,unknowns,UNKNOWN,26.427,-0.029,,,1,37.158,0.642
H15,I11,649,unknowns,UNKNOWN,26.822,0.366,,,1,35.597,1.88
H15,I12,649,unknowns,UNKNOWN,26.662,0.206,,,1,36.276,1.178
H15,I13,657,unknowns,UNKNOWN,26.243,-0.213,,,1,34.957,2.922
H15,I14,657,unknowns,UNKNOWN,26.19,-0.266,,,1,Undetermined,
H15,I15,657,unknowns,UNKNOWN,26.369,-0.087,,,1,Undetermined,
H15,I16,665,unknowns,UNKNOWN,26.608,0.152,,,1,34.274,4.676
H15,I17,665,unknowns,UNKNOWN,26.336,-0.121,,,1,Undetermined,
H15,I18,665,unknowns,UNKNOWN,26.316,-0.14,,,1,34.158,5.062
H15,J1,626,unknowns,UNKNOWN,26.308,-0.148,,,1,31.395,33.929
H15,J2,626,unknowns,UNKNOWN,26.308,-0.148,,,1,31.589,29.684
H15,J3,626,unknowns,UNKNOWN,26.344,-0.112,,,1,31.256,37.32
H15,J4,634,unknowns,UNKNOWN,26.465,0.009,,,1,30.548,60.763
H15,J5,634,unknowns,UNKNOWN,26.385,-0.071,,,1,30.319,71.18
H15,J6,634,unknowns,UNKNOWN,26.377,-0.079,,,1,30.589,59.091
H15,J7,642,unknowns,UNKNOWN,26.488,0.032,,,1,Undetermined,
H15,J8,642,unknowns,UNKNOWN,26.506,0.05,,,1,36.066,1.361
H15,J9,642,unknowns,UNKNOWN,26.409,-0.047,,,1,36.479,1.025
H15,J10,650,unknowns,UNKNOWN,26.84,0.384,,,1,35.116,2.618
H15,J11,650,unknowns,UNKNOWN,26.718,0.262,,,1,35.437,2.098
H15,J12,650,unknowns,UNKNOWN,26.575,0.119,,,1,35.429,2.11
H15,J13,658,unknowns,UNKNOWN,26.296,-0.16,,,1,34.934,2.967
H15,J14,658,unknowns,UNKNOWN,26.629,0.173,,,1,Undetermined,
H15,J15,658,unknowns,UNKNOWN,26.402,-0.054,,,1,36.491,1.016
H15,J16,666,unknowns,UNKNOWN,26.495,0.039,,,1,37.775,0.42
H15,J17,666,unknowns,UNKNOWN,26.609,0.153,,,1,35.165,2.531
H15,J18,666,unknowns,UNKNOWN,26.653,0.197,,,1,33.799,6.481
H15,K1,627,unknowns,UNKNOWN,28.75,2.294,NO,,1,38.243,0.304
H15,K2,627,unknowns,UNKNOWN,35.641,9.185,NO,,1,Undetermined,
H15,K3,627,unknowns,UNKNOWN,30.479,4.022,NO,,1,Undetermined,
H15,K4,635,unknowns,UNKNOWN,26.39,-0.066,,,1,34.935,2.966
H15,K5,635,unknowns,UNKNOWN,26.457,0.001,,,1,35.295,2.314
H15,K6,635,unknowns,UNKNOWN,26.329,-0.127,,,1,35.717,1.731
H15,K7,643,unknowns,UNKNOWN,26.392,-0.065,,,1,36.582,0.954
H15,K8,643,unknowns,UNKNOWN,26.459,0.003,,,1,34.44,4.17
H15,K9,643,unknowns,UNKNOWN,26.407,-0.049,,,1,35.097,2.653
H15,K10,651,unknowns,UNKNOWN,26.555,0.099,,,1,36.244,1.204
H15,K11,651,unknowns,UNKNOWN,26.662,0.206,,,1,37.616,0.468
H15,K12,651,unknowns,UNKNOWN,26.533,0.077,,,1,Undetermined,
H15,K13,659,unknowns,UNKNOWN,26.564,0.108,,,1,33.499,7.97
H15,K14,659,unknowns,UNKNOWN,26.521,0.065,,,1,33.419,8.42
H15,K15,659,unknowns,UNKNOWN,26.413,-0.043,,,1,34.133,5.149
H15,K16,667,unknowns,UNKNOWN,26.643,0.187,,,1,35.349,2.23
H15,K17,667,unknowns,UNKNOWN,26.588,0.132,,,1,35.495,2.017
H15,K18,667,unknowns,UNKNOWN,26.7,0.244,,,1,36.516,0.998
H15,L1,628,unknowns,UNKNOWN,45,18.544,NO,,1,Undetermined,
H15,L2,628,unknowns,UNKNOWN,45,18.544,NO,,1,Undetermined,
H15,L3,628,unknowns,UNKNOWN,45,18.544,NO,,1,Undetermined,
H15,L4,636,unknowns,UNKNOWN,26.181,-0.275,,,1,Undetermined,
H15,L5,636,unknowns,UNKNOWN,26.431,-0.025,,,1,Undetermined,
H15,L6,636,unknowns,UNKNOWN,26.404,-0.052,,,1,Undetermined,
H15,L7,644,unknowns,UNKNOWN,26.392,-0.065,,,1,36.588,0.95
H15,L8,644,unknowns,UNKNOWN,26.284,-0.172,,,1,35.902,1.524
H15,L9,644,unknowns,UNKNOWN,26.302,-0.154,,,1,34.962,2.91
H15,L10,652,unknowns,UNKNOWN,26.487,0.031,,,1,34.634,3.648
H15,L11,652,unknowns,UNKNOWN,26.508,0.052,,,1,35.194,2.481
H15,L12,652,unknowns,UNKNOWN,26.659,0.203,,,1,36.563,0.967
H15,L13,660,unknowns,UNKNOWN,26.714,0.258,,,1,32.772,13.144
H15,L14,660,unknowns,UNKNOWN,26.658,0.202,,,1,32.222,19.192
H15,L15,660,unknowns,UNKNOWN,26.462,0.006,,,1,32.17,19.895
H15,L16,668,unknowns,UNKNOWN,26.791,0.335,,,1,36.832,0.803
H15,L17,668,unknowns,UNKNOWN,26.785,0.329,,,1,37.655,0.456
H15,L18,668,unknowns,UNKNOWN,26.774,0.318,,,1,37.795,0.414
H15,M1,629,unknowns,UNKNOWN,26.242,-0.214,,,1,35.102,2.643
H15,M2,629,unknowns,UNKNOWN,26.294,-0.162,,,1,35.937,1.488
H15,M3,629,unknowns,UNKNOWN,26.341,-0.115,,,1,36.499,1.01
H15,M4,637,unknowns,UNKNOWN,26.507,0.051,,,1,35.919,1.506
H15,M5,637,unknowns,UNKNOWN,26.52,0.064,,,1,33.403,8.516
H15,M6,637,unknowns,UNKNOWN,26.543,0.087,,,1,34.092,5.297
H15,M7,645,unknowns,UNKNOWN,26.343,-0.113,,,1,35.137,2.581
H15,M8,645,unknowns,UNKNOWN,26.376,-0.08,,,1,Undetermined,
H15,M9,645,unknowns,UNKNOWN,26.411,-0.045,,,1,36.67,0.898
H15,M10,653,unknowns,UNKNOWN,26.37,-0.086,,,1,33.843,6.289
H15,M11,653,unknowns,UNKNOWN,26.349,-0.107,,,1,33.059,10.788
H15,M12,653,unknowns,UNKNOWN,26.31,-0.146,,,1,32.989,11.321
H15,M13,661,unknowns,UNKNOWN,26.567,0.111,YES,,1,37.018,0.707
H15,M14,661,unknowns,UNKNOWN,27.001,0.545,YES,,1,35.287,2.328
H15,M15,661,unknowns,UNKNOWN,27.015,0.559,YES,,1,35.605,1.87
H15,M16,669,unknowns,UNKNOWN,26.538,0.082,,,1,35.264,2.364
